book_id,user_id,rating,N
5,15547,2,186
5,17228,5,178
5,17643,2,190
5,17663,5,186
5,18031,5,185
5,18313,2,183
5,19526,4,188
5,19724,5,187
5,19729,4,196
5,20406,5,182
5,20467,4,185
5,21217,4,185
5,21228,4,187
5,21487,5,186
5,21676,4,188
5,21733,4,190
5,22602,5,186
5,23576,5,182
5,24499,3,193
5,25164,4,193
5,25182,5,189
5,25840,3,195
5,26629,5,193
5,26661,5,173
5,27499,5,188
5,27834,4,186
5,28158,4,199
5,28767,2,193
5,29703,5,188
5,29819,2,191
5,30681,3,190
5,30944,4,200
5,32338,3,182
5,32635,3,183
5,32748,4,193
5,32923,5,189
5,33065,4,195
5,33697,5,188
5,33716,4,186
5,33872,4,185
5,34688,3,183
5,36099,3,185
5,37284,2,188
5,38798,2,195
5,39423,2,176
5,41074,3,182
5,42404,3,187
5,44243,2,179
5,44397,5,187
5,45269,4,183
5,45493,5,185
5,45554,5,197
5,46139,4,187
5,46421,5,185
5,46482,5,190
5,47800,3,188
5,48559,3,185
5,48687,5,192
5,49298,2,186
5,50104,5,189
5,51166,4,186
5,51838,4,185
5,52036,4,199
5,53292,5,191
6,173,5,116
6,314,5,181
6,725,5,155
6,2077,2,180
6,2171,5,184
6,3662,5,185
6,5379,5,181
6,6016,5,176
6,8440,4,125
6,8612,4,137
6,9195,3,149
6,9246,2,190
6,9722,5,176
6,10727,5,175
6,11599,4,176
6,11691,3,185
6,11927,5,190
6,12476,4,183
6,13282,5,182
6,14222,4,154
6,14285,4,168
6,15318,4,173
6,16569,5,188
6,16913,5,186
6,17329,5,119
6,17405,4,137
6,17984,4,183
6,18031,1,185
6,18179,1,123
6,18199,5,138
6,18316,5,139
6,18361,5,187
6,18550,4,171
6,18798,4,185
6,18957,5,147
6,20076,4,179
6,20782,4,185
6,21228,4,187
6,22212,4,122
6,22534,3,163
6,24326,5,187
6,25030,3,126
6,26146,3,141
6,26244,5,169
6,26398,4,169
6,26942,4,102
6,28158,3,199
6,28831,4,134
6,29031,4,170
6,29644,5,111
6,29689,3,173
6,30601,5,165
6,30879,5,137
6,31001,4,167
6,31305,4,131
6,31760,4,142
6,32419,4,166
6,32635,5,183
6,32923,4,189
6,33119,5,118
6,33147,5,174
6,33207,4,130
6,33872,2,185
6,34531,4,122
6,35259,2,160
6,35982,2,160
6,36664,3,101
6,37035,4,115
6,37041,3,162
6,38687,3,151
6,38851,5,130
6,39720,4,132
6,40167,3,156
6,40251,5,101
6,40490,3,134
6,41318,3,176
6,43985,4,182
6,45493,4,185
6,47490,5,129
6,47746,5,174
6,48687,5,192
6,49138,5,106
6,49382,5,146
6,49830,5,144
6,50096,5,185
6,50101,5,187
6,50102,5,177
6,50104,5,189
6,50133,5,189
6,50610,3,124
6,51065,5,183
6,51166,5,186
6,51480,2,184
6,51762,4,169
6,52036,2,199
6,52469,5,169
6,52583,5,167
6,52740,2,140
6,53145,5,130
6,53292,5,191
7,439,3,173
7,951,5,188
7,2324,5,188
7,3022,3,177
7,3739,5,192
7,3922,5,188
7,4536,3,182
7,5115,4,187
7,5436,5,182
7,5461,5,188
7,5629,3,181
7,6063,4,185
7,6630,5,197
7,6634,4,162
7,7001,3,189
7,7563,4,196
7,8167,3,193
7,8484,4,190
7,10111,4,185
7,10140,4,188
7,10246,4,178
7,10249,5,190
7,10509,2,195
7,10610,4,188
7,10944,5,186
7,11285,3,190
7,11408,2,183
7,11691,4,185
7,11692,4,190
7,11854,5,174
7,11868,1,184
7,11927,5,190
7,12381,5,199
7,12455,1,178
7,12874,4,200
7,12946,5,190
7,13034,4,185
7,13282,1,182
7,13794,3,187
7,14192,5,189
7,14248,5,191
7,14546,3,186
7,15604,3,196
7,16569,5,188
7,16913,3,186
7,17566,4,194
7,17643,3,190
7,17663,4,186
7,18031,5,185
7,18313,5,183
7,18798,3,185
7,19526,5,188
7,19984,5,175
7,20406,5,182
7,20848,5,177
7,21217,4,185
7,21228,5,187
7,21487,4,186
7,21676,5,188
7,21733,2,190
7,22164,4,186
7,22602,4,186
7,23576,1,182
7,24499,2,193
7,24845,5,185
7,25840,3,195
7,26145,4,193
7,26629,4,193
7,26718,4,194
7,27499,5,188
7,28767,2,193
7,30944,5,200
7,31001,5,167
7,32055,3,190
7,32305,5,193
7,32592,4,172
7,32635,4,183
7,32748,5,193
7,33697,4,188
7,33872,4,185
7,36099,5,185
7,37284,4,188
7,37690,4,162
7,38798,3,195
7,38865,5,187
7,39423,3,176
7,40126,4,189
7,42508,3,189
7,42810,4,189
7,43622,2,188
7,45269,4,183
7,45493,5,185
7,46139,5,187
7,48482,3,191
7,48559,5,185
7,51460,4,187
7,51480,1,184
7,51838,5,185
7,52036,5,199
7,53292,5,191
8,588,3,186
8,1952,4,189
8,2276,4,185
8,2324,5,188
8,2900,3,190
8,3022,1,177
8,3922,1,188
8,4606,2,183
8,5461,4,188
8,6342,5,192
8,6630,4,197
8,7001,5,189
8,9246,4,190
8,9771,5,170
8,10140,3,188
8,10246,5,178
8,11285,3,190
8,11691,5,185
8,11868,2,184
8,11945,5,189
8,12381,3,199
8,12874,4,200
8,12946,4,190
8,13034,4,185
8,13776,4,190
8,13794,2,187
8,13991,4,190
8,14192,4,189
8,14207,4,174
8,14546,2,186
8,14603,5,189
8,17228,4,178
8,17434,5,187
8,17643,1,190
8,18313,1,183
8,19526,4,188
8,19724,3,187
8,19729,5,196
8,20076,4,179
8,20406,2,182
8,20782,4,185
8,20848,5,177
8,21217,4,185
8,21228,4,187
8,21487,3,186
8,21676,3,188
8,21733,2,190
8,22602,3,186
8,23576,5,182
8,24326,5,187
8,24499,3,193
8,25164,4,193
8,25182,5,189
8,25840,2,195
8,26145,3,193
8,26579,3,184
8,26661,5,173
8,27499,3,188
8,27834,4,186
8,28158,3,199
8,28767,2,193
8,30681,4,190
8,30944,3,200
8,32338,3,182
8,32592,4,172
8,32745,4,194
8,32748,5,193
8,32923,5,189
8,33065,3,195
8,33716,4,186
8,33872,4,185
8,36099,4,185
8,36695,4,182
8,37284,5,188
8,37834,4,195
8,38798,4,195
8,39423,3,176
8,42404,2,187
8,42574,4,189
8,42810,3,189
8,43985,3,182
8,45269,5,183
8,45554,5,197
8,46139,3,187
8,46482,5,190
8,47730,5,185
8,47800,5,188
8,48559,4,185
8,48687,5,192
8,49288,5,193
8,49289,5,192
8,49295,5,192
8,49297,5,192
8,50096,5,185
8,50101,5,187
8,50102,5,177
8,50104,5,189
8,50133,5,189
8,51838,4,185
8,53292,5,191
9,439,3,173
9,588,3,186
9,951,1,188
9,3087,3,185
9,3922,3,188
9,4536,3,182
9,5115,3,187
9,5436,4,182
9,5461,4,188
9,6063,3,185
9,6630,4,197
9,7001,4,189
9,7563,1,196
9,8484,5,190
9,9246,4,190
9,9731,3,195
9,10140,2,188
9,10509,5,195
9,10610,3,188
9,10944,4,186
9,11408,1,183
9,11445,4,184
9,11691,3,185
9,11692,3,190
9,11854,1,174
9,11945,4,189
9,11999,3,187
9,12466,1,182
9,12874,5,200
9,13034,5,185
9,13544,3,183
9,13794,2,187
9,13991,4,190
9,14248,3,191
9,14372,2,196
9,14936,4,175
9,15494,3,191
9,15604,4,196
9,16177,2,168
9,17566,4,194
9,17643,3,190
9,17984,4,183
9,18031,3,185
9,18313,5,183
9,18798,2,185
9,18857,3,173
9,19526,3,188
9,19724,4,187
9,21217,4,185
9,21228,5,187
9,21487,3,186
9,22164,3,186
9,23576,2,182
9,23612,3,187
9,24389,4,174
9,24499,2,193
9,24834,5,189
9,24845,4,185
9,25164,3,193
9,25214,3,178
9,26053,2,183
9,26398,5,169
9,26661,3,173
9,27834,4,186
9,28767,3,193
9,31001,3,167
9,32055,5,190
9,32592,3,172
9,32748,5,193
9,32918,5,183
9,32923,3,189
9,33697,2,188
9,33716,3,186
9,36099,4,185
9,36695,4,182
9,37284,4,188
9,37834,3,195
9,38080,1,177
9,38082,5,188
9,38798,3,195
9,38865,3,187
9,41074,3,182
9,42508,3,189
9,43602,4,192
9,43622,3,188
9,43985,3,182
9,44243,4,179
9,44397,5,187
9,46139,5,187
9,46977,2,187
9,47730,5,185
9,48482,3,191
9,49298,2,186
9,50104,5,189
9,50342,3,170
9,51166,4,186
9,51460,4,187
9,51480,1,184
9,51838,4,185
9,53293,5,194
10,3662,4,185
10,3922,5,188
10,4536,2,182
10,5115,4,187
10,5272,3,186
10,5461,3,188
10,6063,1,185
10,6630,3,197
10,7001,4,189
10,8167,3,193
10,9246,2,190
10,9731,3,195
10,10111,5,185
10,10249,4,190
10,10509,2,195
10,10610,5,188
10,10944,4,186
10,11285,5,190
10,11692,5,190
10,11854,4,174
10,11868,5,184
10,11927,5,190
10,12381,5,199
10,12455,3,178
10,12471,5,192
10,12874,4,200
10,12946,5,190
10,13034,5,185
10,13282,5,182
10,13776,4,190
10,13794,4,187
10,13991,4,190
10,14192,4,189
10,14248,5,191
10,15547,3,186
10,15604,3,196
10,17228,5,178
10,17434,4,187
10,17643,1,190
10,17663,4,186
10,17984,5,183
10,18313,5,183
10,19526,4,188
10,19724,5,187
10,19942,5,187
10,20076,3,179
10,20406,4,182
10,20967,4,183
10,21217,3,185
10,21228,4,187
10,21487,5,186
10,21676,5,188
10,21733,4,190
10,22164,5,186
10,23576,4,182
10,23612,4,187
10,24326,5,187
10,24499,4,193
10,25164,4,193
10,25182,5,189
10,25840,5,195
10,26145,4,193
10,26661,4,173
10,26718,5,194
10,27834,5,186
10,27934,5,189
10,28767,5,193
10,28824,4,182
10,29703,4,188
10,30283,4,186
10,30681,4,190
10,32338,3,182
10,32635,4,183
10,32748,4,193
10,33065,5,195
10,36099,5,185
10,39423,3,176
10,41074,3,182
10,42404,5,187
10,42574,4,189
10,44397,5,187
10,46482,5,190
10,47411,2,187
10,47730,5,185
10,47800,5,188
10,48559,4,185
10,48687,5,192
10,49288,5,193
10,49289,5,192
10,49295,5,192
10,49297,5,192
10,50096,5,185
10,50101,5,187
10,50102,5,177
10,50133,5,189
10,50999,5,193
10,51166,3,186
10,51838,4,185
10,52036,4,199
10,53292,5,191
11,439,4,173
11,588,4,186
11,1169,4,187
11,1952,5,189
11,2077,3,180
11,4536,4,182
11,5115,4,187
11,5436,4,182
11,5461,4,188
11,5645,4,191
11,6063,4,185
11,6342,5,192
11,6630,4,197
11,7001,5,189
11,8484,5,190
11,9246,5,190
11,9771,5,170
11,10111,5,185
11,10140,4,188
11,10246,3,178
11,10610,5,188
11,10727,5,175
11,10944,4,186
11,11599,3,176
11,11692,4,190
11,11927,2,190
11,11945,5,189
11,12381,4,199
11,12466,3,182
11,12874,5,200
11,12946,5,190
11,13282,3,182
11,13794,5,187
11,13991,5,190
11,14207,4,174
11,14248,4,191
11,14546,5,186
11,16569,4,188
11,16913,4,186
11,17663,5,186
11,17984,4,183
11,18031,4,185
11,18361,4,187
11,18857,5,173
11,19526,4,188
11,19729,4,196
11,20467,4,185
11,20848,5,177
11,20967,3,183
11,21217,3,185
11,21733,2,190
11,22602,5,186
11,23576,4,182
11,23612,4,187
11,24326,3,187
11,24499,5,193
11,24834,5,189
11,26244,4,169
11,26398,4,169
11,26579,4,184
11,26661,5,173
11,28767,3,193
11,28824,1,182
11,29703,5,188
11,30233,5,187
11,30313,4,187
11,30601,5,165
11,32592,4,172
11,32748,4,193
11,32923,5,189
11,33065,2,195
11,33716,5,186
11,33872,5,185
11,36240,5,166
11,36695,3,182
11,37284,4,188
11,38080,5,177
11,38082,5,188
11,38798,3,195
11,42404,4,187
11,43622,4,188
11,43985,4,182
11,45269,4,183
11,46139,5,187
11,47746,3,174
11,47800,5,188
11,48559,5,185
11,48687,5,192
11,49288,5,193
11,49289,5,192
11,49295,5,192
11,49297,5,192
11,49298,5,186
11,50096,5,185
11,50101,5,187
11,50104,5,189
11,50133,5,189
11,51166,5,186
11,51480,3,184
11,51762,5,169
12,314,4,181
12,725,4,155
12,1136,4,175
12,2077,3,180
12,2171,5,184
12,3114,4,162
12,3662,4,185
12,5379,4,181
12,7563,2,196
12,8440,2,125
12,8669,4,179
12,9722,4,176
12,11599,3,176
12,11691,3,185
12,11927,3,190
12,12476,2,183
12,13000,4,159
12,13274,4,184
12,13282,5,182
12,13826,4,146
12,14222,4,154
12,14285,3,168
12,15054,3,157
12,15494,3,191
12,16569,4,188
12,16587,3,147
12,16913,5,186
12,17242,4,160
12,17984,5,183
12,18199,3,138
12,18316,5,139
12,18798,2,185
12,18957,4,147
12,19171,5,160
12,19724,4,187
12,20782,4,185
12,20991,4,143
12,21217,3,185
12,21228,5,187
12,21713,5,190
12,24326,3,187
12,24499,4,193
12,24582,3,182
12,26398,4,169
12,26750,4,119
12,28158,3,199
12,28831,4,134
12,29031,3,170
12,29123,2,183
12,29644,5,111
12,30283,5,186
12,31305,2,131
12,31760,3,142
12,32058,4,152
12,32419,3,166
12,32635,3,183
12,32748,3,193
12,33147,4,174
12,33207,3,130
12,33872,5,185
12,34531,4,122
12,34688,3,183
12,35259,4,160
12,35982,3,160
12,36031,4,147
12,36695,3,182
12,37041,4,162
12,37153,4,137
12,37834,4,195
12,38082,5,188
12,40490,3,134
12,40566,5,134
12,43985,3,182
12,45493,5,185
12,48291,4,125
12,48297,2,172
12,48482,3,191
12,48687,5,192
12,49288,5,193
12,49289,5,192
12,49295,5,192
12,49297,5,192
12,49830,5,144
12,50101,5,187
12,50102,5,177
12,50104,5,189
12,50133,5,189
12,50610,2,124
12,51065,3,183
12,51166,4,186
12,51762,5,169
12,51838,4,185
12,52007,1,149
12,52036,1,199
12,52469,5,169
12,52583,5,167
12,53145,5,130
12,53245,3,188
13,1169,3,187
13,2324,5,188
13,3022,2,177
13,3662,5,185
13,3922,5,188
13,5115,4,187
13,6063,4,185
13,6342,5,192
13,7001,3,189
13,8167,4,193
13,8370,4,185
13,8484,3,190
13,8510,3,190
13,9246,3,190
13,9731,3,195
13,10249,3,190
13,10288,3,194
13,10509,5,195
13,10610,5,188
13,10944,4,186
13,11285,3,190
13,11408,3,183
13,11691,5,185
13,11692,5,190
13,11868,5,184
13,11927,4,190
13,11945,4,189
13,12381,5,199
13,12471,4,192
13,12874,4,200
13,12946,5,190
13,13282,5,182
13,13776,4,190
13,13794,3,187
13,14546,5,186
13,14603,5,189
13,15604,5,196
13,16569,3,188
13,17434,3,187
13,17643,5,190
13,19526,5,188
13,19724,5,187
13,19942,2,187
13,20406,5,182
13,20782,3,185
13,21217,4,185
13,21228,4,187
13,21676,5,188
13,21733,5,190
13,23612,5,187
13,25164,4,193
13,25840,2,195
13,26145,3,193
13,26629,5,193
13,26718,5,194
13,27834,4,186
13,27934,5,189
13,29819,4,191
13,30313,4,187
13,30794,4,183
13,32338,4,182
13,32635,4,183
13,32745,4,194
13,32748,5,193
13,32918,4,183
13,33065,4,195
13,33697,5,188
13,33716,4,186
13,36099,5,185
13,36695,4,182
13,37284,5,188
13,37834,4,195
13,38865,2,187
13,42508,4,189
13,42574,4,189
13,43622,4,188
13,43985,4,182
13,44397,5,187
13,45269,5,183
13,45493,4,185
13,45554,4,197
13,46482,5,190
13,47411,3,187
13,47800,5,188
13,48482,5,191
13,48559,4,185
13,48687,5,192
13,49288,5,193
13,49289,5,192
13,49295,5,192
13,49297,5,192
13,49298,2,186
13,50096,5,185
13,50101,5,187
13,50104,5,189
13,50133,5,189
13,50999,3,193
13,51480,2,184
13,51838,4,185
13,52036,5,199
14,951,5,188
14,1169,3,187
14,1952,5,189
14,2324,5,188
14,3087,3,185
14,3739,4,192
14,4536,5,182
14,5115,3,187
14,5461,4,188
14,5645,5,191
14,6063,4,185
14,6342,5,192
14,7001,3,189
14,8167,4,193
14,8178,5,182
14,8370,3,185
14,8484,3,190
14,8510,3,190
14,9246,3,190
14,10111,4,185
14,10402,4,189
14,10944,4,186
14,11285,3,190
14,11692,5,190
14,11927,3,190
14,11945,4,189
14,12381,4,199
14,12874,4,200
14,12946,5,190
14,13794,3,187
14,14546,5,186
14,14603,4,189
14,15604,4,196
14,16569,3,188
14,17434,4,187
14,17643,5,190
14,18313,1,183
14,19526,5,188
14,19724,4,187
14,20406,4,182
14,20782,4,185
14,21228,4,187
14,21676,5,188
14,21733,3,190
14,22164,2,186
14,22602,3,186
14,23576,2,182
14,24326,3,187
14,24834,5,189
14,25182,4,189
14,25840,3,195
14,26145,3,193
14,26629,4,193
14,27499,2,188
14,27834,5,186
14,27934,4,189
14,28767,1,193
14,28824,3,182
14,29123,5,183
14,29819,3,191
14,30313,4,187
14,30681,1,190
14,32305,5,193
14,32635,3,183
14,32745,4,194
14,32748,5,193
14,33065,4,195
14,33697,5,188
14,33716,3,186
14,36099,4,185
14,37284,3,188
14,37834,4,195
14,38865,2,187
14,41074,4,182
14,42404,3,187
14,42574,2,189
14,42810,4,189
14,43622,4,188
14,44397,5,187
14,45269,4,183
14,45493,4,185
14,46421,5,185
14,46482,5,190
14,46977,4,187
14,47411,4,187
14,47800,5,188
14,48559,3,185
14,48687,5,192
14,49288,5,193
14,49289,5,192
14,49295,5,192
14,49297,5,192
14,49298,3,186
14,50096,5,185
14,50101,5,187
14,50133,5,189
14,51460,3,187
14,51480,3,184
14,51838,4,185
14,53292,5,191
15,588,4,186
15,1169,4,187
15,2171,4,184
15,2324,5,188
15,2487,4,193
15,2900,4,190
15,3087,5,185
15,3662,4,185
15,3739,4,192
15,3922,3,188
15,5272,5,186
15,5461,5,188
15,5645,5,191
15,5885,4,185
15,6063,3,185
15,6698,4,188
15,7001,4,189
15,9731,4,195
15,10140,3,188
15,10610,3,188
15,11285,3,190
15,11408,3,183
15,11569,4,185
15,11691,4,185
15,11692,5,190
15,11927,2,190
15,12381,5,199
15,12874,4,200
15,12946,4,190
15,13034,4,185
15,13274,5,184
15,13282,5,182
15,13544,4,183
15,13776,5,190
15,13794,5,187
15,13991,5,190
15,14192,4,189
15,14546,5,186
15,14603,5,189
15,15604,3,196
15,16569,4,188
15,16913,5,186
15,17228,5,178
15,17434,4,187
15,17566,4,194
15,17984,4,183
15,18031,5,185
15,18361,5,187
15,18798,3,185
15,19724,5,187
15,19729,4,196
15,19942,4,187
15,21676,5,188
15,22164,4,186
15,22602,4,186
15,23303,4,191
15,23576,5,182
15,23612,5,187
15,24326,5,187
15,24499,3,193
15,25164,4,193
15,25182,3,189
15,25840,5,195
15,26629,4,193
15,27499,4,188
15,28767,3,193
15,30233,4,187
15,30313,4,187
15,30681,4,190
15,32338,4,182
15,32745,4,194
15,32748,4,193
15,32923,5,189
15,33065,5,195
15,33697,5,188
15,33716,4,186
15,36099,5,185
15,36695,4,182
15,37284,3,188
15,37834,5,195
15,38082,5,188
15,38475,4,191
15,42508,4,189
15,42810,3,189
15,43622,3,188
15,44397,5,187
15,45493,3,185
15,45554,5,197
15,47800,5,188
15,48440,4,190
15,48559,5,185
15,48687,5,192
15,49298,4,186
15,50096,5,185
15,50101,5,187
15,50104,5,189
15,50133,5,189
15,51460,5,187
15,51480,3,184
15,53292,5,191
16,1185,3,190
16,2487,5,193
16,2900,5,190
16,3087,2,185
16,3662,5,185
16,3922,5,188
16,5115,4,187
16,5461,4,188
16,5645,4,191
16,5885,5,185
16,6063,4,185
16,6342,4,192
16,6630,5,197
16,8370,5,185
16,8510,5,190
16,9806,5,196
16,10111,4,185
16,10402,3,189
16,10509,5,195
16,10610,3,188
16,10944,4,186
16,11272,3,185
16,11691,4,185
16,11692,4,190
16,11927,5,190
16,11945,5,189
16,11999,3,187
16,12471,4,192
16,12946,5,190
16,13407,5,183
16,13794,3,187
16,13991,3,190
16,14372,5,196
16,16913,1,186
16,17643,5,190
16,17663,4,186
16,18031,3,185
16,18361,3,187
16,18798,3,185
16,19526,5,188
16,19724,4,187
16,21217,5,185
16,21228,5,187
16,21487,4,186
16,21676,4,188
16,23576,4,182
16,23612,4,187
16,24143,4,196
16,24326,4,187
16,24499,3,193
16,24834,4,189
16,24845,5,185
16,25164,4,193
16,26579,4,184
16,27834,5,186
16,28158,4,199
16,28767,4,193
